Artista,Prodotto,Reported Royalty,Percentuale Royalties,Importo Artista
I miei migliori complimenti,Sabato,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,Sabato,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,Sabato,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,Sabato,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,Sabato,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,Sabato,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,Sabato,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,Sabato,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,Sabato,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,Sabato,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,Sabato,0.020180827632,8.00%,0.00161446621056
I miei migliori complimenti,Sabato,0.020180827632,8.00%,0.00161446621056
I miei migliori complimenti,Sabato,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,Sabato,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.01103720744,8.00%,0.0008829765952
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.00551860372,8.00%,0.0004414882976
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.00551860372,8.00%,0.0004414882976
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0028396336,8.00%,0.000227170688
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0014198168,8.00%,0.000113585344
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.01655581116,8.00%,0.0013244648928
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0014198168,8.00%,0.000113585344
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.00551860372,8.00%,0.0004414882976
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0014198168,8.00%,0.000113585344
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.00551860372,8.00%,0.0004414882976
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.010135997408,8.00%,0.0008108797926400001
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.005067998704,8.00%,0.00040543989632000005
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.005067998704,8.00%,0.00040543989632000005
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.005067998704,8.00%,0.00040543989632000005
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.005067998704,8.00%,0.00040543989632000005
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.01655581116,8.00%,0.0013244648928
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.00551860372,8.00%,0.0004414882976
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.00551860372,8.00%,0.0004414882976
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.00551860372,8.00%,0.0004414882976
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.00551860372,8.00%,0.0004414882976
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.005067998704,8.00%,0.00040543989632000005
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.00551860372,8.00%,0.0004414882976
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.00551860372,8.00%,0.0004414882976
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.01103720744,8.00%,0.0008829765952
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.00551860372,8.00%,0.0004414882976
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.00551860372,8.00%,0.0004414882976
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0014198168,8.00%,0.000113585344
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.00551860372,8.00%,0.0004414882976
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.00551860372,8.00%,0.0004414882976
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.00551860372,8.00%,0.0004414882976
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.020180827632,8.00%,0.00161446621056
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.00551860372,8.00%,0.0004414882976
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0014198168,8.00%,0.000113585344
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.00551860372,8.00%,0.0004414882976
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.005067998704,8.00%,0.00040543989632000005
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0014198168,8.00%,0.000113585344
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.00551860372,8.00%,0.0004414882976
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.005067998704,8.00%,0.00040543989632000005
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0014198168,8.00%,0.000113585344
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.010135997408,8.00%,0.0008108797926400001
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.020180827632,8.00%,0.00161446621056
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.015203996112,8.00%,0.0012163196889600002
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0014198168,8.00%,0.000113585344
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.00551860372,8.00%,0.0004414882976
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.011006569288,8.00%,0.00088052554304
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.006055145016,8.00%,0.00048441160128000004
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.006741887984,8.00%,0.00053935103872
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.003473320256,8.00%,0.00027786562048000003
Rokas,Nemico del cuore,0.002936031688,0.00%,0.0
I miei migliori complimenti,Le cose cambieranno,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,Le cose cambieranno,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,Le cose cambieranno,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,Le cose cambieranno,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,Le cose cambieranno,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,Le cose cambieranno,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,Le cose cambieranno,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,Le cose cambieranno,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,Le cose cambieranno,0.020180827632,8.00%,0.00161446621056
I miei migliori complimenti,Le cose cambieranno,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,Le cose cambieranno,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,Le cose cambieranno,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,Le cose cambieranno,0.005067998704,8.00%,0.00040543989632000005
I miei migliori complimenti,Le cose cambieranno,0.020180827632,8.00%,0.00161446621056
I miei migliori complimenti,Le cose cambieranno,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,Le cose cambieranno,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,Le cose cambieranno,0.010090413816,8.00%,0.00080723310528
testacoda,morire va di moda,0.010090413816,0.00%,0.0
Ziliani,Bar Franca,0.0014198168,0.00%,0.0
I miei migliori complimenti,Inter - Cagliari,0.002101328864,8.00%,0.00016810630912
I miei migliori complimenti,Inter - Cagliari,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,Inter - Cagliari,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,Inter - Cagliari,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,Inter - Cagliari,0.01103720744,8.00%,0.0008829765952
I miei migliori complimenti,Inter - Cagliari,0.0014198168,8.00%,0.000113585344
I miei migliori complimenti,Inter - Cagliari,0.0028396336,8.00%,0.000227170688
I miei migliori complimenti,Inter - Cagliari,0.0014198168,8.00%,0.000113585344
I miei migliori complimenti,Inter - Cagliari,0.0014198168,8.00%,0.000113585344
I miei migliori complimenti,Inter - Cagliari,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,Inter - Cagliari,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,Inter - Cagliari,0.010090413816,8.00%,0.00080723310528
testacoda,È proprio una cattiveria,0.00551860372,0.00%,0.0
testacoda,guasto,0.00551860372,0.00%,0.0
I miei migliori complimenti,Le femmine i maschi,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,Le femmine i maschi,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,Le femmine i maschi,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,Le femmine i maschi,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,Le femmine i maschi,0.020180827632,8.00%,0.00161446621056
I miei migliori complimenti,Le femmine i maschi,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,Le femmine i maschi,0.00551860372,8.00%,0.0004414882976
I miei migliori complimenti,Le femmine i maschi,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,Le femmine i maschi,0.0014198168,8.00%,0.000113585344
I miei migliori complimenti,Le femmine i maschi,0.00551860372,8.00%,0.0004414882976
I miei migliori complimenti,Le femmine i maschi,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,Le femmine i maschi,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,Le femmine i maschi,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,Le femmine i maschi,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,Le femmine i maschi,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,Le femmine i maschi,0.00551860372,8.00%,0.0004414882976
I miei migliori complimenti,Le femmine i maschi,0.00551860372,8.00%,0.0004414882976
I miei migliori complimenti,Le femmine i maschi,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,Le femmine i maschi,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,Le femmine i maschi,0.005067998704,8.00%,0.00040543989632000005
I miei migliori complimenti,Le femmine i maschi,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,Le femmine i maschi,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,Le femmine i maschi,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,Da Paura,0.0014198168,8.00%,0.000113585344
I miei migliori complimenti,Da Paura,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,Da Paura,0.006741887984,8.00%,0.00053935103872
I miei migliori complimenti,Strato,0.009623368816,8.00%,0.0007698695052800001
I miei migliori complimenti,Strato,0.009623368816,8.00%,0.0007698695052800001
I miei migliori complimenti,Strato,0.004811684408,8.00%,0.00038493475264000004
I miei migliori complimenti,Strato,0.004811684408,8.00%,0.00038493475264000004
I miei migliori complimenti,Strato,0.004811684408,8.00%,0.00038493475264000004
I miei migliori complimenti,Strato,0.004811684408,8.00%,0.00038493475264000004
I miei migliori complimenti,Strato,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,Strato,0.004811684408,8.00%,0.00038493475264000004
I miei migliori complimenti,Strato,0.001369002304,8.00%,0.00010952018432
I miei migliori complimenti,I just wasted another summer,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,I just wasted another summer,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,I just wasted another summer,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,I just wasted another summer,0.020180827632,8.00%,0.00161446621056
I miei migliori complimenti,I just wasted another summer,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,I just wasted another summer,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,I just wasted another summer,0.020180827632,8.00%,0.00161446621056
I miei migliori complimenti,I just wasted another summer,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,I just wasted another summer,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,I just wasted another summer,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,I just wasted another summer,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,I just wasted another summer,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,I just wasted another summer,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,I just wasted another summer,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,I just wasted another summer,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,I just wasted another summer,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,I just wasted another summer,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,I just wasted another summer,0.010090413816,8.00%,0.00080723310528
I miei migliori complimenti,I just wasted another summer,0.020180827632,8.00%,0.00161446621056
I miei migliori complimenti,I just wasted another summer,0.00551860372,8.00%,0.0004414882976
I miei migliori complimenti,I just wasted another summer,0.010090413816,8.00%,0.00080723310528
Rokas featuring I miei migliori complimenti,Pesci rossi,0.002738004608,0.00%,0.0
Rokas,Mostri contro fantasmi,0.020180827632,0.00%,0.0
Rokas,Mostri contro fantasmi,0.010090413816,0.00%,0.0
Rokas,Mostri contro fantasmi,0.01103720744,0.00%,0.0
Rokas,Mostri contro fantasmi,0.010090413816,0.00%,0.0
Rokas,Mostri contro fantasmi,0.00551860372,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0014198168,0.00%,0.0
Rokas,Mostri contro fantasmi,0.010090413816,0.00%,0.0
Rokas,Mostri contro fantasmi,0.00551860372,0.00%,0.0
Rokas,Mostri contro fantasmi,0.01103720744,0.00%,0.0
Rokas,Mostri contro fantasmi,0.010090413816,0.00%,0.0
Rokas,Mostri contro fantasmi,0.004811684408,0.00%,0.0
Rokas,Mostri contro fantasmi,0.030271241448,0.00%,0.0
Rokas,Mostri contro fantasmi,0.00551860372,0.00%,0.0
Rokas,Mostri contro fantasmi,0.10090413816,0.00%,0.0
Rokas,Mostri contro fantasmi,0.005067998704,0.00%,0.0
Rokas,Mostri contro fantasmi,0.005067998704,0.00%,0.0
Rokas,Mostri contro fantasmi,0.010090413816,0.00%,0.0
Rokas,Mostri contro fantasmi,0.030271241448,0.00%,0.0
Rokas,Mostri contro fantasmi,0.00551860372,0.00%,0.0
Rokas,Mostri contro fantasmi,0.00551860372,0.00%,0.0
Rokas,Mostri contro fantasmi,0.01103720744,0.00%,0.0
Rokas,Mostri contro fantasmi,0.020180827632,0.00%,0.0
Rokas,Mostri contro fantasmi,0.00551860372,0.00%,0.0
Rokas,Mostri contro fantasmi,0.010090413816,0.00%,0.0
Rokas,Mostri contro fantasmi,0.01103720744,0.00%,0.0
Rokas,Mostri contro fantasmi,0.005067998704,0.00%,0.0
Rokas,Mostri contro fantasmi,0.01655581116,0.00%,0.0
Rokas,Mostri contro fantasmi,0.030271241448,0.00%,0.0
Rokas,Mostri contro fantasmi,0.005067998704,0.00%,0.0
Rokas,Mostri contro fantasmi,0.030271241448,0.00%,0.0
Rokas,Mostri contro fantasmi,0.00551860372,0.00%,0.0
Rokas,Mostri contro fantasmi,0.00551860372,0.00%,0.0
Rokas,Mostri contro fantasmi,0.010090413816,0.00%,0.0
Rokas,Mostri contro fantasmi,0.020180827632,0.00%,0.0
Rokas,Mostri contro fantasmi,0.010090413816,0.00%,0.0
Rokas,Mostri contro fantasmi,0.010090413816,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0014198168,0.00%,0.0
Rokas,Mostri contro fantasmi,0.00551860372,0.00%,0.0
Rokas,Mostri contro fantasmi,0.006741887984,0.00%,0.0
Rokas featuring EDONiCO,Giorni stupidi,0.020180827632,0.00%,0.0
Rokas featuring EDONiCO,Giorni stupidi,0.010090413816,0.00%,0.0
Rokas featuring EDONiCO,Giorni stupidi,0.010090413816,0.00%,0.0
Rokas featuring EDONiCO,Giorni stupidi,0.020180827632,0.00%,0.0
Rokas featuring EDONiCO,Giorni stupidi,0.010135997408,0.00%,0.0
Rokas featuring EDONiCO,Giorni stupidi,0.010090413816,0.00%,0.0
Rokas featuring EDONiCO,Giorni stupidi,0.020180827632,0.00%,0.0
Rokas featuring EDONiCO,Giorni stupidi,0.10090413816,0.00%,0.0
Rokas featuring EDONiCO,Giorni stupidi,0.030271241448,0.00%,0.0
Rokas featuring EDONiCO,Giorni stupidi,0.010090413816,0.00%,0.0
Rokas featuring EDONiCO,Giorni stupidi,0.00551860372,0.00%,0.0
Rokas featuring EDONiCO,Giorni stupidi,0.060542482896,0.00%,0.0
Rokas featuring EDONiCO,Giorni stupidi,0.020180827632,0.00%,0.0
Rokas featuring EDONiCO,Giorni stupidi,0.00551860372,0.00%,0.0
